#gene	pmid_counts
30813	44
3142	44
3699	44
3703	44
399	44
400	44
403	44
406930	44
407049	44
4199	44
4200	44
4223	44
433	44
442900	44
4604	44
4698	44
51081	44
51639	44
5341	44
54165	44
5454	44
55011	44
5539	44
554300	44
55692	44
57162	44
5774	44
57819	44
5828	44
6011	44
60561	44
6234	44
6419	44
64374	44
6442	44
6445	44
64784	44
64946	44
6509	44
6565	44
6631	44
6697	44
6900	44
7287	44
7481	44
767	44
7784	44
7869	44
79595	44
7976	44
80306	44
8100	44
81611	44
81929	44
83871	44
83892	44
84142	44
84166	44
8443	44
8445	44
8633	44
8649	44
8669	44
8685	44
8724	44
8975	44
9001	44
9044	44
9118	44
9124	44
91937	44
9208	44
9499	44
9550	44
963	44
9643	44
9693	44
9723	44
9784	44
9879	44
9887	44
9922	44
9933	44
10017	43
10067	43
10153	43
10426	43
10450	43
10455	43
10585	43
10686	43
10849	43
10875	43
108863620	43
1109	43
11103	43
11177	43
11180	43
113130	43
1132	43
116985	43
117246	43
117531	43
1196	43
124220	43
1303	43
1362	43
1470	43
1763	43
1820	43
1997	43
20	43
203859	43
204	43
219699	43
22953	43
23012	43
23392	43
23530	43
23583	43
23613	43
255022	43
25800	43
25816	43
26118	43
27131	43
28973	43
29071	43
29124	43
2953	43
3275	43
3512	43
3866	43
435	43
442915	43
4634	43
4669	43
4967	43
51082	43
51322	43
5140	43
51512	43
5252	43
53347	43
54714	43
54805	43
54815	43
54894	43
5522	43
55339	43
55544	43
55554	43
55722	43
55752	43
5597	43
56287	43
574031	43
574032	43
57509	43
58155	43
5816	43
5968	43
6016	43
60495	43
60681	43
6457	43
6494	43
6525	43
6569	43
6578	43
6761	43
6905	43
6999	43
7102	43
7136	43
725	43
731	43
7390	43
79047	43
79048	43
80036	43
80254	43
8036	43
8073	43
8323	43
83547	43
83595	43
84172	43
84271	43
84864	43
84962	43
8566	43
8672	43
8676	43
901	43
90427	43
9094	43
9215	43
92304	43
924	43
9328	43
9330	43
9371	43
94239	43
9436	43
9524	43
9702	43
9748	43
100506742	42
10161	42
102800317	42
106560211	42
10752	42
109461475	42
113	42
114327	42
125050	42
125950	42
144100	42
1447	42
145226	42
160728	42
160851	42
1620	42
1798	42
18	42
200734	42
203	42
2199	42
2281	42
22824	42
22882	42
23002	42
23107	42
23166	42
23256	42
23321	42
2334	42
23409	42
23558	42
23582	42
23654	42
23774	42
2444	42
253943	42
25804	42
2582	42
259232	42
26057	42
26073	42
26086	42
2619	42
26259	42
26272	42
26330	42
27180	42
27229	42
2731	42
2958	42
2978	42
2995	42
3012	42
3029	42
30827	42
3110	42
3216	42
3232	42
3347	42
338442	42
39	42
40	42
406978	42
407033	42
4257	42
4330	42
4610	42
4728	42
4798	42
4901	42
51013	42
51056	42
51266	42
51271	42
51384	42
51465	42
5191	42
5264	42
53353	42
53918	42
54476	42
55031	42
55270	42
55272	42
55790	42
55795	42
56477	42
56963	42
57152	42
57403	42
57733	42
57787	42
6000	42
6004	42
6168	42
6284	42
636	42
6461	42
6474	42
65082	42
65123	42
6875	42
7007	42
7064	42
7363	42
7779	42
7881	42
79009	42
7903	42
79594	42
79870	42
80124	42
80142	42
8079	42
8139	42
84100	42
84108	42
8412	42
84733	42
84811	42
8986	42
89872	42
90780	42
9229	42
9270	42
9373	42
94233	42
9530	42
9570	42
9655	42
9681	42
9892	42
9897	42
10052	41
10369	41
10465	41
10522	41
105804841	41
106804547	41
108	41
10868	41
109461484	41
10959	41
110408762	41
110673971	41
11141	41
11155	41
11244	41
113278	41
116442	41
1296	41
1306	41
132	41
1404	41
140735	41
1427	41
1767	41
1777	41
1787	41
1891	41
2004	41
2049	41
23263	41
23310	41
23344	41
23358	41
23397	41
2342	41
23642	41
25782	41
26154	41
26281	41
2650	41
26994	41
27123	41
27242	41
2803	41
2837	41
285362	41
286826	41
29763	41
2982	41
3038	41
3081	41
3096	41
3149	41
3195	41
3361	41
345651	41
3712	41
406895	41
406916	41
407	41
4189	41
421	41
4225	41
434	41
442892	41
4715	41
483	41
50814	41
51251	41
51703	41
51719	41
51780	41
5194	41
5201	41
5269	41
528	41
53358	41
53827	41
54821	41
54843	41
548594	41
550	41
5510	41
55127	41
55131	41
55236	41
55327	41
55486	41
55512	41
55905	41
5611	41
5669	41
56937	41
59349	41
5940	41
6014	41
6173	41
6293	41
6295	41
63924	41
64121	41
64780	41
64786	41
6695	41
7091	41
7123	41
7360	41
7681	41
7984	41
8048	41
81029	41
81892	41
84417	41
84458	41
8449	41
8513	41
8522	41
8526	41
8605	41
8613	41
8710	41
8876	41
9037	41
926	41
9540	41
9551	41
9648	41
987	41
9934	41
100033819	40
10005	40
10144	40
10179	40
10523	40
10556	40
10641	40
10670	40
10721	40
10761	40
107982234	40
10863	40
112950	40
122042	40
1329	40
135138	40
1381	40
1428	40
143098	40
146057	40
1472	40
1515	40
153562	40
1663	40
169792	40
1761	40
192669	40
1949	40
196527	40
2018	40
2038	40
219931	40
220134	40
221092	40
2239	40
22897	40
22906	40
23295	40
23541	40
23646	40
2483	40
251	40
2535	40
25797	40
2587	40
25945	40
25959	40
26085	40
2615	40
26249	40
26258	40
26578	40
26610	40
27005	40
27173	40
27257	40
27258	40
2733	40
2762	40
2863	40
28960	40
28969	40
28984	40
2907	40
2918	40
2948	40
29888	40
29914	40
30849	40
3224	40
3419	40
3420	40
348995	40
374291	40
3899	40
4047	40
406891	40
4236	40
4245	40
4308	40
4354	40
4660	40
4848	40
4939	40
4940	40
4983	40
5010	40
5049	40
51009	40
51154	40
51177	40
51181	40
5138	40
53	40
5362	40
5396	40
54101	40
54536	40
54556	40
5456	40
55177	40
55245	40
5526	40
553	40
55602	40
55661	40
56257	40
57096	40
57124	40
57153	40
57175	40
57211	40
574453	40
574511	40
57472	40
57496	40
57602	40
57617	40
57823	40
5814	40
59307	40
6182	40
6236	40
6305	40
63891	40
64006	40
6448	40
64840	40
65108	40
6586	40
6707	40
6728	40
6836	40
7011	40
7145	40
7165	40
7702	40
79039	40
7940	40
79791	40
81494	40
81671	40
81846	40
8288	40
8340	40
84916	40
85236	40
85458	40
8631	40
8884	40
8895	40
90410	40
9321	40
94033	40
944	40
9464	40
9527	40
9695	40
9877	40
9915	40
9990	40
100008589	39
10025	39
10056	39
100642175	39
10296	39
1036	39
10425	39
10427	39
10436	39
10490	39
10495	39
10567	39
10579	39
10589	39
10618	39
10667	39
10814	39
1084	39
108644431	39
11033	39
11104	39
11231	39
11321	39
11325	39
114793	39
114876	39
114899	39
1203	39
1463	39
1469	39
15	39
1659	39
1791	39
1838	39
201595	39
219988	39
22795	39
22808	39
22984	39
23016	39
23092	39
23096	39
23168	39
23243	39
2326	39
2327	39
23339	39
23371	39
23562	39
23627	39
242	39
2528	39
2557	39
26064	39
26234	39
2631	39
27102	39
27130	39
27159	39
27253	39
27434	39
286077	39
28976	39
28982	39
29889	39
30817	39
3131	39
3140	39
3177	39
3211	39
3229	39
373	39
387103	39
389692	39
3948	39
3960	39
406974	39
407034	39
4071	39
4126	39
4294	39
50488	39
5075	39
51168	39
51194	39
51203	39
51339	39
51382	39
51535	39
51621	39
51715	39
5190	39
5257	39
5348	39
53834	39
54498	39
54606	39
54756	39
548596	39
55004	39
55240	39
55284	39
55506	39
55536	39
55576	39
55584	39
55604	39
55811	39
56342	39
56899	39
5756	39
57658	39
57706	39
58533	39
59338	39
60481	39
60676	39
6235	39
64061	39
64067	39
64220	39
64769	39
64848	39
6492	39
6503	39
6518	39
653	39
6610	39
6641	39
6726	39
6729	39
7111	39
7140	39
7262	39
7373	39
7482	39
754	39
7545	39
785	39
79132	39
79608	39
79643	39
79960	39
80347	39
810	39
81539	39
8325	39
8328	39
8336	39
83658	39
83746	39
83860	39
8404	39
84612	39
84930	39
8508	39
8831	39
8869	39
8993	39
90268	39
91662	39
92345	39
9253	39
92579	39
9404	39
9421	39
9801	39
9802	39
100008588	38
10085	38
10092	38
10287	38
10345	38
10362	38
103910	38
1043	38
10479	38
1054	38
10602	38
10612	38
10636	38
10730	38
10813	38
10866	38
109611591	38
1106	38
11122	38
11261	38
117289	38
1266	38
136319	38
140823	38
144455	38
1465	38
157680	38
1580	38
1595	38
1783	38
2086	38
22936	38
23001	38
23017	38
23185	38
23195	38
23301	38
23395	38
23624	38
23786	38
25780	38
26031	38
26100	38
27072	38
285590	38
2872	38
29959	38
29986	38
3017	38
3050	38
3221	38
353376	38
3535	38
3768	38
3950	38
4065	38
407032	38
4110	38
4224	38
4324	38
4358	38
4495	38
4519	38
4642	38
4668	38
4677	38
4810	38
4833	38
4857	38
492	38
5013	38
50515	38
50945	38
51028	38
51035	38
5106	38
51208	38
51371	38
51647	38
51649	38
51742	38
51816	38
5210	38
5361	38
53635	38
53947	38
54726	38
54801	38
55149	38
55299	38
5557	38
55658	38
55696	38
55729	38
55763	38
55833	38
55854	38
55970	38
56938	38
57708	38
5780	38
58985	38
59277	38
64327	38
6447	38
64781	38
65003	38
65059	38
6560	38
6570	38
6656	38
689	38
7274	38
7786	38
7873	38
7922	38
79671	38
79682	38
79689	38
79892	38
80335	38
81618	38
8220	38
83478	38
83732	38
83939	38
84171	38
84324	38
84649	38
84951	38
8624	38
8739	38
8763	38
8802	38
8904	38
8974	38
899	38
9019	38
9054	38
9061	38
9088	38
9311	38
9391	38
9454	38
9462	38
9667	38
9727	38
98	38
10040	37
10220	37
10360	37
10424	37
10447	37
10466	37
10526	37
10531	37
10554	37
10555	37
10632	37
10654	37
107133510	37
10807	37
108167315	37
108961161	37
11010	37
11196	37
112574	37
11269	37
113251	37
11326	37
114049	37
114798	37
114902	37
1198	37
1209	37
127833	37
129880	37
144165	37
150094	37
1723	37
1746	37
2110	37
2187	37
2230	37
2287	37
22950	37
22981	37
23039	37
23284	37
23324	37
23336	37
23350	37
23381	37
23406	37
23421	37
23598	37
23649	37
25805	37
25831	37
25843	37
26137	37
26292	37
26517	37
27022	37
27031	37
27095	37
27097	37
27292	37
27297	37
27330	37
2780	37
2826	37
282679	37
286053	37
29115	37
2992	37
30820	37
316	37
3223	37
3241	37
327	37
3396	37
340419	37
3612	37
3613	37
3761	37
3854	37
394	37
4009	37
4038	37
4054	37
4064	37
406883	37
406957	37
4246	37
43847	37
442909	37
4541	37
4643	37
4712	37
4714	37
4889	37
4931	37
5082	37
51230	37
51253	37
51400	37
5147	37
51478	37
51582	37
51651	37
51727	37
5238	37
53630	37
53632	37
54499	37
54507	37
54904	37
54915	37
54931	37
55252	37
55342	37
55681	37
55717	37
55720	37
55758	37
55800	37
55844	37
55917	37
57018	37
57187	37
57190	37
57338	37
574434	37
57530	37
57690	37
58490	37
5881	37
60529	37
60626	37
63898	37
64759	37
65080	37
65267	37
6536	37
6611	37
6837	37
6884	37
7029	37
7087	37
788	37
79003	37
79017	37
79366	37
79677	37
7975	37
79834	37
79868	37
80176	37
80349	37
80824	37
81603	37
84061	37
84133	37
8611	37
8622	37
8732	37
8801	37
8804	37
8812	37
8871	37
8928	37
8940	37
89866	37
89884	37
90411	37
9053	37
9139	37
91607	37
9203	37
9313	37
9403	37
9441	37
9455	37
9604	37
9662	37
9689	37
9878	37
9896	37
100271849	36
100287932	36
10217	36
10240	36
10256	36
10363	36
10573	36
10581	36
10626	36
10640	36
10749	36
10815	36
108660404	36
10901	36
10914	36
11074	36
111255642	36
11152	36
113026	36
11314	36
113263	36
117579	36
118460	36
124583	36
1265	36
128312	36
137492	36
140609	36
146433	36
152559	36
1628	36
1652	36
171024	36
1800	36
1826	36
1911	36
196513	36
2001	36
2005	36
2019	36
2039	36
221120	36
221150	36
22858	36
22880	36
23057	36
23090	36
23091	36
23154	36
23187	36
23199	36
23215	36
23318	36
23457	36
23509	36
23528	36
23635	36
23641	36
23762	36
23787	36
253725	36
25792	36
25875	36
25904	36
26013	36
260425	36
26097	36
26130	36
2647	36
26504	36
27076	36
27235	36
27246	36
27248	36
27340	36
2861	36
28957	36
2899	36
29123	36
3052	36
3175	36
317772	36
3213	36
3235	36
3250	36
346	36
374654	36
3795	36
406914	36
4168	36
4291	36
441951	36
49	36
4990	36
5050	36
50511	36
50650	36
51131	36
5118	36
5129	36
51479	36
51517	36
51530	36
5203	36
53340	36
54496	36
54751	36
54796	36
54845	36
54881	36
54882	36
55212	36
55234	36
55505	36
55596	36
55870	36
56479	36
57055	36
57057	36
57128	36
57214	36
57326	36
57488	36
575	36
57511	36
57619	36
57716	36
57822	36
6023	36
6339	36
6360	36
64065	36
64116	36
64976	36
65010	36
6547	36
6603	36
6689	36
6992	36
726	36
7265	36
7504	36
7511	36
7547	36
79016	36
79618	36
79660	36
79705	36
79720	36
79723	36
79753	36
80207	36
80700	36
80834	36
81570	36
81788	36
8224	36
8347	36
8396	36
84313	36
84665	36
84893	36
8731	36
8774	36
8925	36
8935	36
8969	36
89941	36
90102	36
9056	36
913	36
91949	36
9247	36
9329	36
9377	36
9442	36
9472	36
9670	36
9716	36
9779	36
100008587	35
100126355	35
10063	35
10076	35
10137	35
10219	35
10300	35
10538	35
10635	35
106631781	35
106631782	35
106632258	35
106632259	35
106632260	35
106632261	35
106632262	35
106632263	35
106632264	35
106632265	35
106632266	35
106632267	35
10869	35
10953	35
109623491	35
11011	35
11043	35
1112	35
11126	35
11137	35
11215	35
11219	35
11228	35
11339	35
11344	35
1144	35
115207	35
116113	35
117177	35
121642	35
1384	35
146664	35
146691	35
158471	35
1607	35
163590	35
163702	35
1671	35
1847	35
1945	35
2077	35
221613	35
225689	35
22909	35
23131	35
23176	35
23178	35
23214	35
23219	35
23389	35
23433	35
23542	35
23554	35
23604	35
2529	35
253827	35
2570	35
26036	35
26054	35
26065	35
26190	35
26512	35
27241	35
27289	35
2779	35
2820	35
2823	35
282616	35
283489	35
284111	35
284695	35
285195	35
29074	35
29088	35
2983	35
29922	35
29950	35
30844	35
30851	35
3201	35
3212	35
3324	35
348980	35
3501	35
359948	35
3642	35
3781	35
3851	35
3892	35
392255	35
3995	35
407044	35
407045	35
4247	35
4248	35
4342	35
440738	35
442917	35
4697	35
486	35
50487	35
51073	35
51182	35
51300	35
51447	35
51691	35
53616	35
54442	35
5459	35
54765	35
54897	35
55157	35
55367	35
55577	35
55801	35
5634	35
56893	35
56916	35
56975	35
57215	35
57222	35
57291	35
57553	35
57662	35
57695	35
5822	35
58480	35
58494	35
58525	35
60488	35
6052	35
6055	35
6096	35
6259	35
6297	35
6343	35
63978	35
64216	35
64328	35
64425	35
6443	35
64852	35
65110	35
6568	35
65993	35
6668	35
6718	35
6814	35
693120	35
693159	35
6944	35
728358	35
7318	35
7381	35
7425	35
7477	35
7813	35
7871	35
79083	35
79590	35
79707	35
79738	35
7978	35
7982	35
80152	35
80169	35
80790	35
8128	35
8174	35
819	35
833	35
8330	35
83439	35
83933	35
84162	35
84232	35
84254	35
8455	35
84619	35
84759	35
84867	35
8498	35
8516	35
85365	35
8545	35
8548	35
8674	35
8825	35
9048	35
9069	35
90933	35
9107	35
91147	35
92335	35
92421	35
9586	35
9630	35
9647	35
9743	35
9975	35
10082	34
10117	34
10493	34
10497	34
10600	34
10627	34
10884	34
10905	34
10950	34
11001	34
11031	34
110386947	34
11054	34
11097	34
11146	34
1120	34
11232	34
112858	34
114088	34
114294	34
114569	34
1176	34
122953	34
124995	34
1305	34
147138	34
149371	34
152926	34
1662	34
173	34
192670	34
1944	34
1993	34
201633	34
2046	34
2121	34
2145	34
22822	34
22837	34
22915	34
23113	34
23137	34
23204	34
23390	34
23436	34
23511	34
23526	34
253782	34
26037	34
26284	34
26973	34
27036	34
27306	34
27328	34
2787	34
284110	34
28985	34
29	34
2900	34
29785	34
29920	34
30012	34
30845	34
30846	34
347688	34
3543	34
36	34
3801	34
401	34
4117	34
4147	34
4335	34
4494	34
4501	34
4632	34
4702	34
4799	34
5032	34
50717	34
51067	34
51228	34
5128	34
51317	34
5134	34
51340	34
51362	34
5152	34
51599	34
51604	34
5178	34
5261	34
53405	34
54148	34
5427	34
54708	34
54874	34
54940	34
55109	34
553115	34
55315	34
55768	34
55777	34
55904	34
5635	34
56940	34
57085	34
5723	34
57727	34
5778	34
58472	34
5865	34
5876	34
5926	34
6053	34
6054	34
6056	34
6328	34
63916	34
6407	34
64318	34
64393	34
6476	34
64854	34
64902	34
64949	34
64965	34
64968	34
65055	34
651	34
65268	34
664617	34
6744	34
6779	34
6832	34
6838	34
6945	34
7201	34
79148	34
79670	34
79694	34
79719	34
79872	34
79882	34
79959	34
79980	34
80321	34
80762	34
81030	34
8111	34
8287	34
83417	34
83464	34
83874	34
83988	34
84131	34
8436	34
84365	34
84726	34
8496	34
85377	34
85378	34
8564	34
8645	34
8778	34
8808	34
8853	34
9013	34
90226	34
9032	34
9033	34
90390	34
9071	34
9073	34
9125	34
9152	34
91584	34
9194	34
9296	34
9360	34
94031	34
9477	34
9481	34
9517	34
9519	34
9578	34
9635	34
9686	34
9712	34
9829	34
9841	34
9867	34
9904	34
9931	34
10023	33
100861532	33
10103	33
10147	33
10158	33
10171	33
10293	33
10325	33
10398	33
10434	33
10469	33
10607	33
106631777	33
106631778	33
106631779	33
106631780	33
107988030	33
1087	33
10885	33
109113863	33
10954	33
109864271	33
109864272	33
109864273	33
109864274	33
109864275	33
109864276	33
109864277	33
109864278	33
109864279	33
109864280	33
109864281	33
109864282	33
109910379	33
109910380	33
109910381	33
109910382	33
109910383	33
109910384	33
110011216	33
110255163	33
110255164	33
110255165	33
110255166	33
110255167	33
110255168	33
110255169	33
110255170	33
11217	33
11243	33
11319	33
114815	33
114879	33
1149	33
116840	33
117144	33
1178	33
1185	33
123228	33
1340	33
14	33
140890	33
157310	33
1603	33
163786	33
1795	33
200894	33
2012	33
2232	33
22852	33
22895	33
2295	33
22998	33
23269	33
23283	33
23384	33
23386	33
23474	33
23567	33
23743	33
2537	33
2567	33
25852	33
2593	33
25980	33
26010	33
26128	33
26270	33
26273	33
2652	33
271	33
27121	33
275	33
2814	33
2895	33
28998	33
29093	33
29954	33
30837	33
3626	33
3775	33
393	33
407002	33
4237	33
4351	33
4514	33
4621	33
4640	33
4716	33
4731	33
494330	33
5019	33
50804	33
5099	33
51095	33
51109	33
51293	33
51778	33
51806	33
54477	33
54732	33
54828	33
54878	33
54898	33
55023	33
55207	33
55247	33
55257	33
5546	33
55607	33
55671	33
55677	33
55735	33
55759	33
55810	33
55915	33
56262	33
56896	33
56904	33
56955	33
56997	33
57119	33
57127	33
57135	33
574444	33
57554	33
57678	33
58487	33
587	33
60436	33
60482	33
6291	33
6358	33
63971	33
64112	33
64218	33
64601	33
64771	33
653067	33
6549	33
66036	33
6819	33
693193	33
724033	33
7782	33
79443	33
79596	33
79709	33
79751	33
79801	33
79944	33
79969	33
80333	33
80344	33
81847	33
83259	33
8341	33
8344	33
83716	33
83844	33
83872	33
83903	33
84154	33
84305	33
84572	33
84632	33
8527	33
85366	33
85476	33
8646	33
8727	33
8799	33
8832	33
89845	33
9015	33
9024	33
9060	33
9103	33
9136	33
9238	33
92610	33
93129	33
9315	33
93185	33
94121	33
9545	33
9560	33
9687	33
9711	33
9947	33
9988	33
100126299	32
100528032	32
10160	32
10166	32
10206	32
10299	32
10317	32
10491	32
10605	32
10629	32
1070	32
10736	32
108383234	32
108383235	32
108383236	32
108383238	32
108410391	32
10907	32
11030	32
110599575	32
11170	32
11173	32
11183	32
112869	32
1133	32
11332	32
114131	32
114885	32
115106	32
1155	32
116092	32
116987	32
124245	32
124790	32
129685	32
131474	32
1388	32
161882	32
1731	32
1805	32
1819	32
1844	32
2029	32
204851	32
2125	32
2137	32
220972	32
2258	32
22801	32
22908	32
23029	32
23042	32
23097	32
23129	32
23172	32
23203	32
23234	32
23248	32
23360	32
23463	32
23515	32
23549	32
23647	32
252983	32
253980	32
25896	32
26039	32
26253	32
2649	32
2675	32
27000	32
2710	32
2792	32
2813	32
282991	32
29058	32
29107	32
2926	32
29925	32
30000	32
3010	32
3158	32
3225	32
323	32
3340	32
338917	32
3537	32
3746	32
375298	32
375704	32
3769	32
388372	32
4025	32
4063	32
406944	32
4326	32
4332	32
4493	32
4695	32
4726	32
50863	32
51070	32
51106	32
51164	32
51247	32
51274	32
5130	32
5132	32
5136	32
51412	32
51458	32
51642	32
51645	32
51654	32
51655	32
5169	32
51735	32
51754	32
51763	32
5192	32
521	32
5306	32
53339	32
54518	32
54808	32
54949	32
54968	32
55163	32
55198	32
55274	32
55359	32
55504	32
55578	32
55603	32
55812	32
56623	32
56776	32
56919	32
56979	32
57003	32
57136	32
57418	32
574448	32
57466	32
58190	32
5858	32
59269	32
6001	32
6150	32
6192	32
6296	32
64129	32
64284	32
64757	32
64778	32
64858	32
64975	32
65008	32
65220	32
65264	32
666	32
7005	32
7044	32
7270	32
728689	32
7462	32
7809	32
78987	32
79023	32
79152	32
79172	32
7923	32
79465	32
79837	32
79866	32
79885	32
80129	32
80324	32
8082	32
80829	32
81542	32
81559	32
81792	32
8342	32
83548	32
84196	32
84246	32
84299	32
844	32
84740	32
85369	32
8555	32
8568	32
8574	32
8601	32
8706	32
8721	32
8811	32
8927	32
8934	32
9153	32
9228	32
9344	32
9374	32
9409	32
9522	32
9546	32
9567	32
9620	32
9699	32
971	32
9718	32
9760	32
9807	32
9825	32
9871	32
9885	32
9950	32
1	31
10105	31
10120	31
10295	31
1039	31
10418	31
10422	31
10472	31
10535	31
10569	31
10603	31
10621	31
10652	31
10687	31
107372315	31
10811	31
1088	31
10994	31
109951028	31
110006319	31
11081	31
11135	31
11178	31
11222	31
1140	31
114781	31
114928	31
116143	31
124056	31
1258	31
128239	31
130340	31
134957	31
140465	31
140576	31
1429	31
147179	31
151246	31
152831	31
157313	31
166378	31
169522	31
170679	31
170954	31
1776	31
1852	31
1877	31
1943	31
1998	31
221883	31
222484	31
22826	31
22854	31
22883	31
22944	31
23040	31
23075	31
23255	31
23446	31
24140	31
254251	31
25827	31
25861	31
26286	31
26287	31
2634	31
2651	31
2669	31
26872	31
27067	31
27068	31
27252	31
2824	31
29781	31
29801	31
29844	31
29890	31
3200	31
3438	31
348235	31
3494	31
3705	31
374383	31
3773	31
377630	31
400916	31
406882	31
406923	31
4122	31
4289	31
430	31
4337	31
438	31
4438	31
445347	31
4574	31
4649	31
4718	31
4885	31
494326	31
5002	31
50486	31
50941	31
51060	31
51184	31
51256	31
5145	31
51594	31
5165	31
51676	31
51706	31
534	31
5349	31
53637	31
53904	31
54107	31
54212	31
54552	31
5457	31
5462	31
54704	31
54814	31
54903	31
54973	31
54994	31
54996	31
5506	31
55159	31
55178	31
55211	31
5549	31
55699	31
55748	31
55794	31
55827	31
55840	31
55902	31
55907	31
56052	31
56658	31
57054	31
57165	31
57216	31
57223	31
57369	31
574436	31
57465	31
57556	31
57703	31
57794	31
58497	31
58509	31
5924	31
5949	31
5973	31
60401	31
619556	31
64062	31
64132	31
64219	31
643911	31
64400	31
64426	31
6468	31
64855	31
64978	31
653220	31
6713	31
678	31
6898	31
7095	31
7259	31
7286	31
7386	31
740	31
79080	31
79180	31
7920	31
79598	31
79621	31
79628	31
79650	31
80216	31
80218	31
80271	31
80273	31
80777	31
81031	31
81550	31
8170	31
8209	31
8332	31
8334	31
83636	31
84263	31
84342	31
8437	31
84456	31
84545	31
84659	31
84844	31
8491	31
8507	31
85409	31
8572	31
8745	31
8787	31
883	31
89797	31
89953	31
90417	31
91624	31
91833	31
92799	31
9338	31
9380	31
9508	31
951	31
9562	31
9696	31
9765	31
9790	31
9921	31
9924	31
10007	30
100287171	30
10073	30
10116	30
10162	30
10180	30
10285	30
10423	30
105	30
10513	30
10552	30
106721785	30
10723	30
10802	30
10904	30
10906	30
11056	30
11064	30
11107	30
11145	30
112464	30
11266	30
112679202	30
11311	30
11322	30
1146	30
114897	30
1193	30
119504	30
121227	30
123016	30
123606	30
124801	30
129401	30
129563	30
148867	30
149041	30
151987	30
157570	30
1609	30
162417	30
166824	30
167691	30
171017	30
1774	30
200558	30
222229	30
223	30
2259	30
22866	30
22868	30
22905	30
23037	30
23065	30
23098	30
23141	30
23245	30
23259	30
23268	30
23307	30
23420	30
23568	30
23589	30
23677	30
23704	30
23741	30
23764	30
253430	30
25769	30
258	30
25870	30
25874	30
26046	30
26133	30
26229	30
26508	30
26575	30
26960	30
27019	30
27181	30
27247	30
27352	30
2788	30
2799	30
2819	30
283652	30
283742	30
285220	30
2882	30
28952	30
29078	30
29911	30
29982	30
30010	30
30848	30
3097	30
337867	30
3633	30
3707	30
376267	30
378708	30
3800	30
388698	30
3887	30
406886	30
406998	30
407016	30
4188	30
4259	30
4295	30
440193	30
479	30
4828	30
494337	30
495	30
5042	30
50833	30
51003	30
5101	30
51021	30
51025	30
51086	30
51091	30
51114	30
51116	30
51272	30
51361	30
5150	30
5151	30
51585	30
516	30
51759	30
5198	30
5355	30
54495	30
54737	30
54926	30
54935	30
54938	30
54986	30
5507	30
55129	30
55142	30
55249	30
55250	30
55275	30
55332	30
55559	30
55572	30
55620	30
55643	30
55644	30
55813	30
56667	30
57050	30
57134	30
573971	30
57505	30
57616	30
57623	30
57661	30
5918	30
5937	30
5991	30
60312	30
6315	30
63894	30
63895	30
64236	30
64432	30
6487	30
64963	30
65083	30
6604	30
663	30
6793	30
7268	30
7294	30
733	30
7368	30
752	30
7756	30
7767	30
7780	30
79169	30
79633	30
79901	30
79915	30
80227	30
80736	30
81606	30
81622	30
81844	30
8284	30
83416	30
83734	30
84106	30
84129	30
84135	30
84140	30
84181	30
84310	30
84311	30
84333	30
84376	30
8458	30
8463	30
84950	30
8618	30
8701	30
8703	30
8722	30
9130	30
922	30
92521	30
9325	30
9354	30
9425	30
94274	30
9469	30
9512	30
9600	30
9663	30
9701	30
9706	30
9736	30
9737	30
9843	30
9901	30
9989	30
10026	29
100302142	29
10039	29
100885775	29
10114	29
10138	29
101928635	29
10200	29
10202	29
10242	29
10437	29
10449	29
1047	29
10559	29
10625	29
10678	29
10945	29
10981	29
110599569	29
11176	29
11194	29
11276	29
114034	29
114883	29
115019	29
1160	29
121512	29
126129	29
132884	29
1347	29
140733	29
1419	29
142678	29
1443	29
147841	29
152137	29
1608	29
2000	29
2027	29
205	29
2172	29
22821	29
22877	29
2301	29
23024	29
23025	29
23067	29
23082	29
23212	29
23229	29
23237	29
23303	29
23376	29
23471	29
23708	29
23753	29
246744	29
2564	29
256646	29
25801	29
25830	29
25839	29
25994	29
25998	29
26035	29
261726	29
26224	29
26263	29
26279	29
27346	29
2766	29
283455	29
284086	29
2859	29
28962	29
28977	29
28989	29
28992	29
29106	29
2949	29
29803	29
29974	29
3013	29
33	29
3430	29
353144	29
3748	29
376497	29
3772	29
387357	29
3993	29
405754	29
406927	29
406963	29
4101	29
4146	29
4161	29
4239	29
4338	29
442912	29
442919	29
4635	29
4664	29
4821	29
494331	29
49860	29
50801	29
50846	29
51163	29
51232	29
513	29
51360	29
51388	29
514	29
51406	29
51444	29
51503	29
51573	29
51603	29
51659	29
51690	29
51762	29
5271	29
54039	29
54069	29
54414	29
54471	29
54505	29
54514	29
54700	29
54809	29
54905	29
54998	29
55052	29
55114	29
55153	29
55161	29
55167	29
55173	29
55243	29
55502	29
55665	29
55684	29
55706	29
55781	29
55856	29
55892	29
55967	29
56605	29
5662	29
56672	29
56850	29
56947	29
56983	29
57107	29
57446	29
57539	29
57582	29
57584	29
57630	29
57670	29
57698	29
58499	29
59286	29
59344	29
5957	29
5994	29
60386	29
60506	29
63922	29
63929	29
64137	29
64145	29
64221	29
64386	29
64764	29
64785	29
64793	29
64844	29
6734	29
6782	29
6843	29
6894	29
6919	29
6941	29
7110	29
7142	29
7275	29
7401	29
7484	29
7586	29
782	29
7905	29
79050	29
79053	29
79143	29
79258	29
79571	29
79576	29
79805	29
79833	29
80012	29
80173	29
80243	29
